"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","12","2","0","0","15","4","0","15","0","0"
"4","12","3","0","0","15","3","0","15","0","0"
"4","12","4","0","0","14.8","3.3","0","14.8","0","0"
"4","12","5","0","13","14.6","3.7","11.7","13.256","2599.168","1213.701"
"4","12","6","67","85","14.4","4","95.327","14.987","20104.785","18734.389"
"4","12","7","108","188","14.8","4.7","234.929","18.344","50268.809","48822.242"
"4","12","8","177","260","15.2","5.3","381.951","21.512","81321.625","79661.609"
"4","12","9","161","354","15.6","6","500.74","23.742","105952.313","104025.563"
"4","12","10","93","387","15.7","5.7","478.444","23.867","101253.594","99384.375"
"4","12","11","16","371","15.9","5.3","371.071","22.385","79079.609","77439.594"
"4","12","12","2","249","16","5","235.064","19.892","50674.668","49226.191"
"4","12","13","14","330","14.9","4.7","326.268","20.546","70121.922","68554.68"
"4","12","14","91","298","13.7","4.3","362.524","20.586","77788.922","76160.094"
"4","12","15","129","233","12.6","4","305.219","18.588","65636.68","64101.598"
"4","12","16","133","153","12.1","3.3","192.5","15.735","40875.891","39466.902"
"4","12","17","36","52","11.5","2.7","49.901","11.475","10740.667","9367.625"
"4","12","18","0","2","11","2","1.866","9.14","422.128","0"
"4","12","19","0","0","10.5","2","0","10.5","0","0"
"4","12","20","0","0","10.1","2","0","10.1","0","0"
"4","12","21","0","0","9.6","2","0","9.6","0","0"
"4","12","22","0","0","9.5","1.7","0","9.5","0","0"
"4","12","23","0","0","9.5","1.3","0","9.5","0","0"
"4","13","0","0","0","9.4","1","0","9.4","0","0"
"4","13","1","0","0","9.7","1.8","0","9.7","0","0"
"4","13","2","0","0","9.9","2.7","0","9.9","0","0"
"4","13","3","0","0","10.2","3.5","0","10.2","0","0"
"4","13","4","0","0","10.5","4.3","0","10.5","0","0"
"4","13","5","0","13","10.7","5.2","11.699","9.551","2641.864","1256.486"
"4","13","6","0","47","11","6","42.438","10.514","9542.596","8168.316"
"4","13","7","98","161","11.1","5.3","203.418","13.685","44424.445","43002.734"
"4","13","8","297","238","11.3","4.7","449.488","19.353","96456.805","94643.094"
"4","13","9","461","281","11.4","4","700.376","26.183","146378.219","143826.859"
"4","13","10","505","299","11.7","5.3","820.443","26.962","171093.469","168045.859"
"4","13","11","504","322","11.9","6.7","871.557","26.071","182559.906","179252.609"
"4","13","12","505","313","12.2","8","852.456","24.592","179796.313","176553.313"
"4","13","13","609","249","13.2","7.7","831.519","25.585","174426.828","171305.672"
"4","13","14","720","140","14.2","7.3","712.953","25.159","149092.813","146491.188"
"4","13","15","638","120","15.2","7","499.368","22.918","103460.469","101564.617"
"4","13","16","410","106","13.1","5.7","249.081","17.073","50055.875","48610.297"
"4","13","17","108","49","11.1","4.3","54.599","11.228","10937.882","9565.023"
"4","13","18","0","2","9","3","1.866","7.348","425.437","0"
"4","13","19","0","0","8.8","3","0","8.8","0","0"
"4","13","20","0","0","8.6","3","0","8.6","0","0"
"4","13","21","0","0","8.4","3","0","8.4","0","0"
"4","13","22","0","0","8.1","2.3","0","8.1","0","0"
"4","13","23","0","0","7.7","1.7","0","7.7","0","0"
"4","14","0","0","0","7.4","1","0","7.4","0","0"
"4","14","1","0","0","7.7","1.3","0","7.7","0","0"
"4","14","2","0","0","8.1","1.7","0","8.1","0","0"
"4","14","3","0","0","8.4","2","0","8.4","0","0"
"4","14","4","0","0","9.5","2.7","0","9.5","0","0"
"4","14","5","0","9","10.5","3.3","8.089","8.938","1831.459","444.334"
"4","14","6","0","48","11.6","4","43.344","10.977","9726.483","8352.407"
"4","14","7","11","157","11.4","3","149.644","13.411","33144.293","31756.83"
"4","14","8","86","266","11.2","2","317.466","18.455","68693.766","67137.078"
"4","14","9","178","349","11","1","509.172","26.541","106322.313","104390.898"
"4","14","10","281","387","11.8","1.3","685.956","32.199","139505.016","137076.219"
"4","14","11","399","368","12.6","1.7","800.617","35.238","160438.734","157615.703"
"4","14","12","484","331","13.4","2","849.931","36.603","169163.984","166158.234"
"4","14","13","561","263","13","2","802.34","35.175","160704.906","157876.469"
"4","14","14","638","169","12.6","2","680.456","31.548","138079.328","135675.125"
"4","14","15","482","183","12.2","2","469.21","25.289","96629.859","94814.195"
"4","14","16","382","111","11.8","2","244.072","18.167","49014.055","47573.23"
"4","14","17","65","56","11.4","2","56.309","11.791","11808.988","10436.878"
"4","14","18","0","2","11","2","1.866","9.164","422.084","0"
"4","14","19","0","0","9.7","2","0","9.7","0","0"
"4","14","20","0","0","8.5","2","0","8.5","0","0"
"4","14","21","0","0","7.2","2","0","7.2","0","0"
"4","14","22","0","0","6.7","1.7","0","6.7","0","0"
"4","14","23","0","0","6.1","1.3","0","6.1","0","0"
"4","15","0","0","0","5.6","1","0","5.6","0","0"
"4","15","1","0","0","5.5","1.7","0","5.5","0","0"
"4","15","2","0","0","5.3","2.3","0","5.3","0","0"
"4","15","3","0","0","5.2","3","0","5.2","0","0"
"4","15","4","0","0","6.4","3","0","6.4","0","0"
"4","15","5","0","21","7.6","3","18.943","6.205","4340.274","2958.256"
"4","15","6","212","110","8.8","3","154.668","10.844","31824.83","30440.195"
"4","15","7","531","134","10.9","2.3","392.787","19.834","81180.758","79522.016"
"4","15","8","700","143","13.1","1.7","641.824","30.505","130125.125","127852.797"
"4","15","9","807","137","15.2","1","845.527","41.774","163577.609","160690.109"
"4","15","10","873","124","15.7","1.3","977.87","45.073","186387.188","182989.047"
"4","15","11","882","131","16.3","1.7","1035.922","45.689","196879.297","193221.469"
"4","15","12","874","130","16.8","2","1010.398","44.479","193222.531","189656.984"
"4","15","13","851","124","17.2","2","917.739","42.514","177113.094","173931.484"
"4","15","14","777","127","17.6","2","739.217","38.189","145074.391","142546.797"
"4","15","15","669","113","18","2","509.108","32.181","100853.266","98988.805"
"4","15","16","435","104","17","2.1","255.192","23.668","49598.453","48154.984"
"4","15","17","127","51","16","2.2","57.997","16.509","11200.556","9827.935"
"4","15","18","0","3","15","2.4","2.799","13.381","621.446","0"
"4","15","19","0","0","13.7","2.2","0","13.7","0","0"
"4","15","20","0","0","12.4","2","0","12.4","0","0"
"4","15","21","0","0","11","1.7","0","11","0","0"
"4","15","22","0","0","10.2","1.2","0","10.2","0","0"
"4","15","23","0","0","9.3","0.7","0","9.3","0","0"
"4","16","0","0","0","8.4","0.1","0","8.4","0","0"
"4","16","1","0","0","7.6","0.4","0","7.6","0","0"
"4","16","2","0","0","6.8","0.7","0","6.8","0","0"
"4","16","3","0","0","6","1","0","6","0","0"
"4","16","4","0","0","6.7","1","0","6.7","0","0"
"4","16","5","0","17","7.3","1","15.315","5.129","3525.236","2141.657"
"4","16","6","0","51","8","1","46.065","6.965","10519.919","9146.664"
"4","16","7","0","111","9.8","1.3","101.07","10.801","22697.752","21325.889"
"4","16","8","0","169","11.5","1.7","155.529","14.273","34393.578","33003.215"
"4","16","9","1","215","13.3","2","200.416","17.384","43702.305","42283.328"
"4","16","10","1","246","13.5","1.7","230.683","18.835","49971.699","48526.512"
"4","16","11","2","259","13.7","1.3","244.528","20.035","52680.586","51222.348"
"4","16","12","2","253","13.9","1","238.575","20.593","51266.215","49814.922"
"4","16","13","1","229","13.6","1.3","214.027","19.045","46318.859","44889.621"
"4","16","14","1","189","13.3","1.7","175.323","17.105","38278.297","36877.488"
"4","16","15","0","136","13","2","124.382","15.057","27409.277","26032.297"
"4","16","16","0","76","12.6","2.3","68.806","12.898","15309.215","13939.021"
"4","16","17","0","22","12.1","2.7","19.812","10.948","4446.395","3064.572"
"4","16","18","0","1","11.7","3","0.933","9.976","210.293","0"
"4","16","19","0","0","11.5","2.7","0","11.5","0","0"
"4","16","20","0","0","11.4","2.3","0","11.4","0","0"
"4","16","21","0","0","11.2","2","0","11.2","0","0"
"4","16","22","0","0","11.1","1.3","0","11.1","0","0"
"4","16","23","0","0","11.1","0.7","0","11.1","0","0"
"4","17","0","0","0","11","0","0","11","0","0"
"4","17","1","0","0","10.7","0","0","10.7","0","0"
"4","17","2","0","0","10.5","0","0","10.5","0","0"
"4","17","3","0","0","10.2","0","0","10.2","0","0"
"4","17","4","0","0","10.3","0.3","0","10.3","0","0"
"4","17","5","0","21","10.5","0.7","18.939","8.295","4300.146","2918.052"
"4","17","6","153","108","10.6","1","137.298","12.745","28503.854","27125.234"
"4","17","7","119","226","11.3","1","272.335","18.53","58294.512","56805.906"
"4","17","8","82","273","12","1","321.196","21.474","68560.383","67004.664"
"4","17","9","10","208","12.7","1","201.246","18.594","43637.738","42219"
"4","17","10","18","356","13.3","1.7","355.764","22.17","75892.258","74279.445"
"4","17","11","110","404","14","2.3","532.135","27.082","110931.211","108940.063"
"4","17","12","208","399","14.6","3","620.482","29.132","128085.578","125845.609"
"4","17","13","109","358","14.4","3","453.928","25.251","95423.797","93621.609"
"4","17","14","12","278","14.2","3","270.009","20.244","58098.879","56611.406"
"4","17","15","0","137","14","3","125.276","16.053","27482.713","26105.629"
"4","17","16","0","77","13.3","2.7","69.711","13.609","15461.641","14091.49"
"4","17","17","0","22","12.7","2.3","19.811","11.504","4435.352","3053.509"
"4","17","18","0","1","12","2","0.933","10.026","210.247","0"
"4","17","19","0","0","11.9","3.3","0","11.9","0","0"
"4","17","20","0","0","11.9","4.7","0","11.9","0","0"
"4","17","21","0","0","11.8","6","0","11.8","0","0"
"4","17","22","0","0","12.1","5.3","0","12.1","0","0"
"4","17","23","0","0","12.5","4.7","0","12.5","0","0"
"4","18","0","0","0","12.8","4","0","12.8","0","0"
"4","18","1","0","0","12.5","3.7","0","12.5","0","0"
"4","18","2","0","0","12.3","3.3","0","12.3","0","0"
"4","18","3","0","0","12","3","0","12","0","0"
"4","18","4","0","0","12.4","2.7","0","12.4","0","0"
"4","18","5","0","24","12.7","2.3","21.629","11.325","4846.125","3465.027"
"4","18","6","183","118","13.1","2","153.843","15.426","31410.934","30027.135"
"4","18","7","345","169","13.5","3.3","334.357","20.097","69776.32","68211.656"
"4","18","8","162","284","13.8","4.7","395.405","21.011","84450","82760.883"
"4","18","9","3","215","14.2","6","201.954","17.076","44098.191","42677.727"
"4","18","10","384","404","11.5","4","801.286","27.937","166336.453","163391.109"
"4","18","11","759","221","8.8","2","1025.447","36.654","204056.734","200212.234"
"4","18","12","539","295","17.2","3","865.054","38.458","170585.422","167548.906"
"4","18","13","311","346","15.1","3","648.671","31.096","132574.578","130262.602"
"4","18","14","91","307","12.9","3","369.381","21.835","78805.844","77168.219"
"4","18","15","0","138","10.8","3","126.169","13.117","28045.18","26667.27"
"4","18","16","150","142","10.1","2.7","186.273","13.339","39751.871","38346.539"
"4","18","17","41","65","9.5","2.3","61.253","9.758","13319.437","11948.366"
"4","18","18","0","4","8.8","2","3.732","6.991","852.192","0"
"4","18","19","0","0","8.6","2","0","8.6","0","0"
"4","18","20","0","0","8.5","2","0","8.5","0","0"
"4","18","21","0","0","8.3","2","0","8.3","0","0"
"4","18","22","0","0","8.8","2.3","0","8.8","0","0"
"4","18","23","0","0","9.2","2.7","0","9.2","0","0"
"4","19","0","0","0","9.7","3","0","9.7","0","0"
"4","19","1","0","0","8.9","3","0","8.9","0","0"
"4","19","2","0","0","8.1","3","0","8.1","0","0"
"4","19","3","0","0","7.3","3","0","7.3","0","0"
"4","19","4","0","0","7.7","2.3","0","7.7","0","0"
"4","19","5","0","26","8","1.7","23.287","6.426","5330.503","3950.254"
"4","19","6","209","115","8.4","1","159.667","11.296","32955.168","31568.127"
"4","19","7","392","167","9","1.3","360.913","18.564","75737.453","74125.922"
"4","19","8","347","256","9.6","1.7","502.519","23.199","105944.992","104018.328"
"4","19","9","179","360","10.2","2","519.979","24.088","109846.961","107870.133"
"4","19","10","137","449","8","2","597.914","24.061","126421.758","124207.758"
"4","19","11","139","474","5.8","2","635.534","23.185","134936.859","132585.828"
"4","19","12","140","464","3.6","2","621.921","20.837","133488.891","131161.891"
"4","19","13","278","371","6.5","1.7","644.52","25.037","135595.813","133233.75"
"4","19","14","360","284","9.3","1.3","569.292","27.047","118252.867","116160.641"
"4","19","15","341","222","12.2","1","418.669","26.14","86242.984","84536.563"
"4","19","16","298","139","11.6","0.7","237.049","19.946","47981.254","46544.996"
"4","19","17","76","64","11","0.3","63.945","12.682","13325.879","11954.813"
"4","19","18","0","4","10.4","0","3.732","7.219","851.352","0"
"4","19","19","0","0","9.9","0.7","0","9.9","0","0"
"4","19","20","0","0","9.5","1.3","0","9.5","0","0"
"4","19","21","0","0","9","2","0","9","0","0"
"4","19","22","0","0","9","2.3","0","9","0","0"
"4","19","23","0","0","9","2.7","0","9","0","0"
"4","20","0","0","0","9","3","0","9","0","0"
"4","20","1","0","0","8.8","2","0","8.8","0","0"
"4","20","2","0","0","8.6","1","0","8.6","0","0"
"4","20","3","0","0","8.4","0","0","8.4","0","0"
"4","20","4","0","0","8.5","1","0","8.5","0","0"
"4","20","5","0","9","8.5","2","8.087","6.58","1849.988","462.904"
"4","20","6","0","56","8.6","3","50.601","8.027","11502.696","10130.335"
"4","20","7","188","204","9","2.7","288.427","14.598","62456.27","60942.262"
"4","20","8","520","217","9.3","2.3","591.237","23.776","124083.82","121905.633"
"4","20","9","717","193","9.7","2","833.592","32.023","169352.141","166342.344"
"4","20","10","764","183","10.9","2","951.833","36.888","189140.469","185675.703"
"4","20","11","646","268","12.2","2","959.178","38.65","188975.906","185515.156"
"4","20","12","479","343","13.4","2","854.343","37.193","169543.719","166529.797"
"4","20","13","659","232","13.5","2.7","859.862","35.084","172288.203","169214.422"
"4","20","14","752","133","13.7","3.3","724.382","30.908","147354.109","144784.797"
"4","20","15","652","122","13.8","4","506.844","24.943","103990.141","102087.797"
"4","20","16","406","118","13.2","3","257.496","19.083","51465.129","50012.875"
"4","20","17","83","65","12.7","2","65.435","13.411","13528.059","12157.106"
"4","20","18","0","4","12.1","1","3.59","10.009","809.102","0"
"4","20","19","0","0","11","1","0","11","0","0"
"4","20","20","0","0","10","1","0","10","0","0"
"4","20","21","0","0","8.9","1","0","8.9","0","0"
"4","20","22","0","0","8.7","1.7","0","8.7","0","0"
"4","20","23","0","0","8.4","2.3","0","8.4","0","0"
"4","21","0","0","0","8.2","3","0","8.2","0","0"
"4","21","1","0","0","7.7","2.7","0","7.7","0","0"
"4","21","2","0","0","7.3","2.3","0","7.3","0","0"
"4","21","3","0","0","6.8","2","0","6.8","0","0"
"4","21","4","0","0","7.9","2","0","7.9","0","0"
"4","21","5","0","32","9","2","28.21","7.659","6422.868","5044.409"
"4","21","6","256","117","10.1","2","173.607","12.966","35202.398","33810.035"
"4","21","7","542","140","11.6","2","407.915","21.377","83912.391","82228.367"
"4","21","8","691","154","13.2","2","650.568","30.11","132260.391","129953.539"
"4","21","9","789","151","14.7","2","847.348","37.322","167687.469","164713.406"
"4","21","10","850","140","15.5","2.3","983.237","41.027","191351.953","187832.875"
"4","21","11","858","147","16.2","2.7","1038.914","42.131","201106.766","197339.875"
"4","21","12","855","144","17","3","1014.938","41.662","196919.734","193260.859"
"4","21","13","838","131","17.1","3.7","911.174","37.889","180009.656","176761.75"
"4","21","14","758","138","17.3","4.3","736.148","33.194","148097.953","145514.875"
"4","21","15","658","121","17.4","5","508.883","27.248","103262.094","101368.664"
"4","21","16","419","117","16.2","5","260.776","20.825","51624.957","50171.93"
"4","21","17","94","67","15","5","68.139","15.419","13869.078","12498.307"
"4","21","18","0","5","13.8","5","4.49","12.628","1000.211","0"
"4","21","19","0","0","12.8","3.7","0","12.8","0","0"
"4","21","20","0","0","11.8","2.3","0","11.8","0","0"
"4","21","21","0","0","10.8","1","0","10.8","0","0"
"4","21","22","0","0","10.1","1.3","0","10.1","0","0"
"4","21","23","0","0","9.3","1.7","0","9.3","0","0"
"4","22","0","0","0","8.6","2","0","8.6","0","0"
"4","22","1","0","0","8.4","2","0","8.4","0","0"
"4","22","2","0","0","8.2","2","0","8.2","0","0"
"4","22","3","0","0","8","2","0","8","0","0"
"4","22","4","0","0","9","1.7","0","9","0","0"
"4","22","5","6","34","10","1.3","29.884","8.511","6779.003","5401.091"
"4","22","6","258","119","11","1","176.259","14.512","35529.387","34136.188"
"4","22","7","541","142","13.1","1.3","409.963","24.147","83297.539","81619.297"
"4","22","8","686","157","15.3","1.7","650.625","32.931","130495.148","128216.883"
"4","22","9","780","156","17.4","2","845.036","39.845","165131.219","162211.281"
"4","22","10","811","160","15.7","2","966.888","41.824","187410.203","183987.438"
"4","22","11","698","242","14","2","984.631","41.016","191684.922","188157.625"
"4","22","12","474","348","12.3","2","853.385","36.204","170188.125","167160.234"
"4","22","13","604","260","14.9","2.3","833.864","36.871","165612.984","162682.922"
"4","22","14","706","153","17.6","2.7","711.936","35.515","141632.594","139166.594"
"4","22","15","634","129","20.2","3","502.951","32.354","99647.844","97797.57"
"4","22","16","403","121","19.2","2","258.865","26.062","50141.293","48695.32"
"4","22","17","96","68","18.2","1","69.161","19.519","13808.711","12437.908"
"4","22","18","0","5","17.2","0","4.49","14.45","992.086","0"
"4","22","19","0","0","15.9","0.3","0","15.9","0","0"
"4","22","20","0","0","14.6","0.7","0","14.6","0","0"
"4","22","21","0","0","13.3","1","0","13.3","0","0"
"4","22","22","0","0","12.6","1","0","12.6","0","0"
"4","22","23","0","0","11.9","1","0","11.9","0","0"
"4","23","0","0","0","11.2","1","0","11.2","0","0"
"4","23","1","0","0","10.7","1","0","10.7","0","0"
"4","23","2","0","0","10.3","1","0","10.3","0","0"
"4","23","3","0","0","9.8","1","0","9.8","0","0"
"4","23","4","0","0","10.9","0.7","0","10.9","0","0"
"4","23","5","0","33","12.1","0.3","29.227","9.88","6590.263","5212.063"
"4","23","6","193","114","13.2","0","155.72","17.135","31483.436","30099.49"
"4","23","7","423","172","15.3","0.3","382.165","28.374","76622.344","75003.422"
"4","23","8","625","179","17.5","0.7","630.717","38.065","123418.016","121249.891"
"4","23","9","757","166","19.6","1","840.188","45.711","159329.031","156528.453"
"4","23","10","818","157","20.1","2","970.456","46.06","184035.25","180693.188"
"4","23","11","828","164","20.7","3","1026.247","45.293","195443.563","191822.188"
"4","23","12","829","158","21.2","4","1003.336","43.244","193098.688","189536.234"
"4","23","13","791","154","20.8","4","891.986","40.514","173910.688","170801.016"
"4","23","14","691","166","20.4","4","713.479","36.183","141489.469","139025.984"
"4","23","15","546","162","20","4","481.329","30.515","96465.492","94651.68"
"4","23","16","367","127","19.2","3","251.959","24.894","49331.117","47888.863"
"4","23","17","87","69","18.5","2","69.121","19.388","13912.527","12541.777"
"4","23","18","0","5","17.7","1","4.49","15.836","985.897","0"
"4","23","19","0","0","16.7","2","0","16.7","0","0"
"4","23","20","0","0","15.8","3","0","15.8","0","0"
"4","23","21","0","0","14.8","4","0","14.8","0","0"
"4","23","22","0","0","14.1","3.7","0","14.1","0","0"
"4","23","23","0","0","13.5","3.3","0","13.5","0","0"
"4","24","0","0","0","12.8","3","0","12.8","0","0"
"4","24","1","0","0","12.5","2.7","0","12.5","0","0"
"4","24","2","0","0","12.1","2.3","0","12.1","0","0"
"4","24","3","0","0","11.8","2","0","11.8","0","0"
"4","24","4","0","0","11.9","1.7","0","11.9","0","0"
"4","24","5","0","12","11.9","1.3","10.79","9.852","2433.192","1047.374"
"4","24","6","0","60","12","1","54.231","11.312","12151.542","10779.696"
"4","24","7","0","121","12.6","1","110.104","14.061","24371.303","22997.982"
"4","24","8","1","177","13.2","1","163.32","16.743","35715.266","34321.59"
"4","24","9","3","221","13.8","1","207.273","19.065","44851.891","43428.523"
"4","24","10","272","342","14","1","625.826","32.442","127127.164","124902.195"
"4","24","11","481","350","14.2","1","873.081","41.548","169509.438","166496.234"
"4","24","12","668","257","14.4","1","953.475","44.949","181896.563","178604.813"
"4","24","13","562","267","14.7","1.3","802.051","39.832","156950.438","154197.422"
"4","24","14","340","301","15.1","1.7","568.816","31.904","115450.82","113398.172"
"4","24","15","141","244","15.4","2","318.316","24.077","66707.664","65165.168"
"4","24","16","185","156","15.1","1.7","210.148","20.308","43292.34","41874.883"
"4","24","17","75","68","14.7","1.3","67.152","15.499","13869.33","12498.558"
"4","24","18","0","6","14.4","1","5.39","12.447","1201.659","0"
"4","24","19","0","0","13.5","0.7","0","13.5","0","0"
"4","24","20","0","0","12.5","0.3","0","12.5","0","0"
"4","24","21","0","0","11.6","0","0","11.6","0","0"
"4","24","22","0","0","10.9","0.7","0","10.9","0","0"
"4","24","23","0","0","10.3","1.3","0","10.3","0","0"
"4","25","0","0","0","9.6","2","0","9.6","0","0"
"4","25","1","0","0","10.1","1.8","0","10.1","0","0"
"4","25","2","0","0","10.6","1.7","0","10.6","0","0"
"4","25","3","0","0","11.1","1.5","0","11.1","0","0"
"4","25","4","0","0","11.6","1.3","0","11.6","0","0"
"4","25","5","23","40","12.1","1.2","34.537","10.773","7757.146","6380.643"
"4","25","6","268","124","12.6","1","184.267","16.42","36878.023","35481.227"
"4","25","7","548","144","14.4","1","416.875","26.394","83880.156","82196.438"
"4","25","8","688","160","16.3","1","656.227","36.469","129378.398","127117.984"
"4","25","9","783","157","18.1","1","849.231","44.654","161926.969","159073.531"
"4","25","10","841","147","18.8","2","981.91","45.134","187106.438","183691"
"4","25","11","841","159","19.5","3","1033.456","44.331","197800.25","194118.875"
"4","25","12","817","166","20.2","4","998.929","42.2","193282.281","189715.25"
"4","25","13","803","150","20.3","3.7","897.686","40.668","174881.797","171750.469"
"4","25","14","730","153","20.5","3.3","728.705","37.712","143380.313","140883.25"
"4","25","15","638","130","20.6","3","505.183","32.842","99843.18","97990.625"
"4","25","16","401","125","19.5","2.3","261.334","26.098","50673.645","49225.176"
"4","25","17","98","72","18.3","1.7","72.672","19.407","14545.125","13174.66"
"4","25","18","0","6","17.2","1","5.39","15.368","1186.034","0"
"4","25","19","0","0","17.1","2","0","17.1","0","0"
"4","25","20","0","0","16.9","3","0","16.9","0","0"
"4","25","21","0","0","16.8","4","0","16.8","0","0"
"4","25","22","0","0","16.7","5","0","16.7","0","0"
"4","25","23","0","0","16.7","6","0","16.7","0","0"
"4","26","0","0","0","16.6","7","0","16.6","0","0"
"4","26","1","0","0","16.1","6.3","0","16.1","0","0"
"4","26","2","0","0","15.5","5.7","0","15.5","0","0"
"4","26","3","0","0","15","5","0","15","0","0"
"4","26","4","0","1","15.6","4.7","0.933","14.228","206.367","0"
"4","26","5","29","42","16.1","4.3","36.268","15.408","7979.444","6603.243"
"4","26","6","278","126","16.7","4","188.934","19.448","37262.992","35865.121"
"4","26","7","532","156","17.1","3.4","421.16","25.707","85165.273","83469.305"
"4","26","8","697","158","17.5","2.8","660.793","32.97","132542.703","130231.234"
"4","26","9","791","155","18","2.2","854.19","40.081","166729.703","163776.016"
"4","26","10","847","145","18.4","1.6","985.442","46.423","186523.594","183122.188"
"4","26","11","851","155","18.8","1","1038.95","51.73","191246.125","187729.672"
"4","26","12","857","146","24","4","1016.867","46.255","192672.313","189120.5"
"4","26","13","838","134","23.5","4","911.964","43.578","175033.844","171899.109"
"4","26","14","758","142","22.9","4","737.968","39.188","144108.328","141598.188"
"4","26","15","660","125","22.4","4","512.339","33.609","100824.594","98960.477"
"4","26","16","430","121","21.2","3","267.347","27.347","51336.066","49884.434"
"4","26","17","115","74","20","2","75.987","21.158","14937.388","13567.072"
"4","26","18","0","7","18.8","1","6.291","17.072","1373.664","0"
"4","26","19","0","0","17.1","1.7","0","17.1","0","0"
"4","26","20","0","0","15.5","2.3","0","15.5","0","0"
"4","26","21","0","0","13.8","3","0","13.8","0","0"
"4","26","22","0","0","13.3","2.7","0","13.3","0","0"
"4","26","23","0","0","12.7","2.3","0","12.7","0","0"
"4","27","0","0","0","12.2","2","0","12.2","0","0"
"4","27","1","0","0","11.7","2","0","11.7","0","0"
"4","27","2","0","0","11.1","2","0","11.1","0","0"
"4","27","3","0","0","10.6","2","0","10.6","0","0"
"4","27","4","0","1","11.9","1.3","0.933","9.572","210.665","0"
"4","27","5","33","44","13.1","0.7","37.997","11.675","8500.218","7124.696"
"4","27","6","278","127","14.4","0","190.137","19.981","37440.922","36042.543"
"4","27","7","531","157","15.9","0.7","422.042","28.979","84055.273","82369.906"
"4","27","8","697","159","17.5","1.3","662.097","36.66","130421.289","128144.203"
"4","27","9","794","154","19","2","855.844","41.679","165703.25","162771.281"
"4","27","10","854","142","20","2.3","988.84","45.456","188112.125","184672.375"
"4","27","11","863","149","21","2.7","1044.285","46.83","197290.328","193622"
"4","27","12","863","144","22","3","1020.154","46.569","192978","189418.563"
"4","27","13","846","130","21.8","3.7","914.411","42.519","176459.047","173292.266"
"4","27","14","769","139","21.6","4.3","740.367","37.556","145753.25","143213.313"
"4","27","15","673","122","21.4","5","516.378","31.438","102666.781","100780.586"
"4","27","16","437","121","19.7","4","269.584","25.252","52248.223","50792.141"
"4","27","17","119","75","18.1","3","77.229","19.038","15302.332","13932.136"
"4","27","18","0","7","16.4","2","6.29","14.89","1387.189","0"
"4","27","19","0","0","15.5","1.7","0","15.5","0","0"
"4","27","20","0","0","14.5","1.3","0","14.5","0","0"
"4","27","21","0","0","13.6","1","0","13.6","0","0"
"4","27","22","0","0","13","1.7","0","13","0","0"
"4","27","23","0","0","12.5","2.3","0","12.5","0","0"
"4","28","0","0","0","11.9","3","0","11.9","0","0"
"4","28","1","0","0","11.4","3","0","11.4","0","0"
"4","28","2","0","0","10.9","3","0","10.9","0","0"
"4","28","3","0","0","10.4","3","0","10.4","0","0"
"4","28","4","0","1","11.7","2","0.933","9.67","210.575","0"
"4","28","5","37","45","13.1","1","39.01","11.87","8639.987","7264.641"
"4","28","6","277","129","14.4","0","191.971","20.072","37842.031","36442.5"
"4","28","7","544","149","16.1","0.3","421.074","30.772","83073.766","81397.625"
"4","28","8","686","154","17.8","0.7","649.638","39.114","126408.531","124194.734"
"4","28","9","693","195","19.5","1","815.756","45.013","155285.766","152565.547"
"4","28","10","716","216","19.9","2","939.099","45.035","179046.734","175821"
"4","28","11","720","229","20.2","3","990.821","43.957","190006.453","186520.5"
"4","28","12","718","223","20.6","4","965.958","41.825","187261.25","183842.078"
"4","28","13","685","211","20.7","4.2","857.708","39.317","168255.828","165269.609"
"4","28","14","610","202","20.8","4.4","685.489","35.35","136557.672","134179.391"
"4","28","15","482","188","20.9","4.6","468.645","30.394","94176.805","92388.328"
"4","28","16","226","157","19.7","3.9","227.275","24.279","45704.293","44277.551"
"4","28","17","14","68","18.4","3.1","61.506","18.839","13156.9","11785.734"
"4","28","18","0","4","17.2","2.4","3.59","15.667","788.885","0"
"4","28","19","0","0","16.7","2","0","16.7","0","0"
"4","28","20","0","0","16.1","1.5","0","16.1","0","0"
"4","28","21","0","0","15.6","1","0","15.6","0","0"
"4","28","22","0","0","14.7","1.8","0","14.7","0","0"
"4","28","23","0","0","13.8","2.6","0","13.8","0","0"
"4","29","0","0","0","12.9","3.3","0","12.9","0","0"
"4","29","1","0","0","12","3.4","0","12","0","0"
"4","29","2","0","0","11.1","3.6","0","11.1","0","0"
"4","29","3","0","0","10.3","3.7","0","10.3","0","0"
"4","29","4","0","1","11","3.1","0.933","9.239","210.973","0"
"4","29","5","0","23","11.8","2.6","20.724","10.445","4661.308","3279.878"
"4","29","6","0","66","12.6","2","59.665","12.29","13311.327","11940.253"
"4","29","7","0","126","12.9","1.7","114.589","14.335","25333.041","23958.705"
"4","29","8","1","182","13.3","1.3","167.774","16.759","36686.676","35290.406"
"4","29","9","4","225","13.6","1","211.619","19.028","45799.551","44372.43"
"4","29","10","5","254","14.4","2.3","241.199","19.558","52076.77","50621.531"
"4","29","11","5","267","15.2","3.7","254.197","19.944","54786.566","53317.461"
