"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"12","15","22","0","0","8.8","0","0","8.8","0","0"
"12","15","23","0","0","8.6","0","0","8.6","0","0"
"12","16","0","0","0","8.6","0","0","8.6","0","0"
"12","16","1","0","0","8.2","0","0","8.2","0","0"
"12","16","2","0","0","8.6","0.7","0","8.6","0","0"
"12","16","3","0","0","8.2","0.6","0","8.2","0","0"
"12","16","4","0","0","8.5","0.6","0","8.5","0","0"
"12","16","5","0","0","8","0","0","8","0","0"
"12","16","6","0","0","8","0","0","8","0","0"
"12","16","7","0","9","8.4","0","8.115","4.471","1873.3","486.267"
"12","16","8","0","45","9.4","0","40.957","7.046","9350.192","7975.695"
"12","16","9","0","82","10.4","0","77.218","10.348","17375.85","16005.97"
"12","16","10","0","109","11","0","103.936","13.137","23100.977","21728.799"
"12","16","11","86","160","11.6","0","243.597","20.088","52402.934","50946.078"
"12","16","12","159","177","12","0.1","337.545","25.073","70893.094","69320.039"
"12","16","13","315","127","12.3","0.1","386.476","27.862","79718.266","78072.625"
"12","16","14","373","74","12.7","0.4","323.526","24.941","66632.242","65090.273"
"12","16","15","156","36","12.6","0","125.186","18.629","25767.115","24392.275"
"12","16","16","0","0","9.9","0.4","0","9.9","0","0"
"12","16","17","0","0","8.3","0","0","8.3","0","0"
"12","16","18","0","0","7.9","0","0","7.9","0","0"
"12","16","19","0","0","7.3","0","0","7.3","0","0"
"12","16","20","0","0","6.4","0","0","6.4","0","0"
"12","16","21","0","0","6.3","1.4","0","6.3","0","0"
"12","16","22","0","0","6.2","0","0","6.2","0","0"
"12","16","23","0","0","5.8","0","0","5.8","0","0"
"12","17","0","0","0","5.5","0","0","5.5","0","0"
"12","17","1","0","0","5","0","0","5","0","0"
"12","17","2","0","0","5.1","1.5","0","5.1","0","0"
"12","17","3","0","0","4.6","1.5","0","4.6","0","0"
"12","17","4","0","0","4.9","1.6","0","4.9","0","0"
"12","17","5","0","0","4","0","0","4","0","0"
"12","17","6","0","0","4.6","0","0","4.6","0","0"
"12","17","7","0","13","5.4","0","11.739","1.556","2743.78","1358.615"
"12","17","8","53","75","6.2","0","111.714","7.504","25161.904","23787.758"
"12","17","9","152","137","7","0","268.665","16.603","58439.855","56950.402"
"12","17","10","412","153","7.7","0","527.168","28.132","108914.461","106949.82"
"12","17","11","624","119","8.3","0","682.155","35.591","136027.125","133657.813"
"12","17","12","760","69","9","0","711.078","38.114","139825.781","137391.422"
"12","17","13","683","74","9.7","0","602.963","35.538","119506.555","117396.25"
"12","17","14","554","60","10.3","0","415.326","29.242","83525.359","81844.984"
"12","17","15","241","33","11","0","154.81","19.124","31378.637","29994.9"
"12","17","16","0","1","8","0","0.933","6.13","213.843","0"
"12","17","17","0","0","6","0","0","6","0","0"
"12","17","18","0","0","5.6","0","0","5.6","0","0"
"12","17","19","0","0","5","0","0","5","0","0"
"12","17","20","0","0","4","0","0","4","0","0"
"12","17","21","0","0","4","2","0","4","0","0"
"12","17","22","0","0","4","0","0","4","0","0"
"12","17","23","0","0","3.7","0","0","3.7","0","0"
"12","18","0","0","0","3.3","0","0","3.3","0","0"
"12","18","1","0","0","3","0","0","3","0","0"
"12","18","2","0","0","3","2.1","0","3","0","0"
"12","18","3","0","0","2.6","2","0","2.6","0","0"
"12","18","4","0","0","3","2.1","0","3","0","0"
"12","18","5","0","0","2","0","0","2","0","0"
"12","18","6","0","0","1.7","1","0","1.7","0","0"
"12","18","7","57","26","2","0","54.303","0.081","12153.089","10781.243"
"12","18","8","230","103","5","0","262.575","13.759","56962.414","55481.418"
"12","18","9","617","70","6.6","0","527.789","27.058","108660.219","106698.875"
"12","18","10","643","88","8","0","633.748","33.76","127262.242","125035.172"
"12","18","11","600","109","12","2.1","651.067","29.425","133782.125","131450.281"
"12","18","12","513","121","12","0","576.776","36.436","114458.938","112420.031"
"12","18","13","398","114","13","0","443.216","32.537","89328.281","87591.008"
"12","18","14","244","85","11","1","252.775","19.194","53671.809","52208.535"
"12","18","15","33","35","10.8","0","53.091","13.098","11506.438","10134.08"
"12","18","16","0","1","9.4","0.5","0.933","6.678","213.337","0"
"12","18","17","0","0","8","1","0","8","0","0"
"12","18","18","0","0","6.6","0","0","6.6","0","0"
"12","18","19","0","0","6.3","0","0","6.3","0","0"
"12","18","20","0","0","6","0","0","6","0","0"
"12","18","21","0","0","6.8","1","0","6.8","0","0"
"12","18","22","0","0","7","0","0","7","0","0"
"12","18","23","0","0","7","0","0","7","0","0"
"12","19","0","0","0","6.7","0","0","6.7","0","0"
"12","19","1","0","0","7","0","0","7","0","0"
"12","19","2","0","0","6","0","0","6","0","0"
"12","19","3","0","0","5","0","0","5","0","0"
"12","19","4","0","0","5","0","0","5","0","0"
"12","19","5","0","0","3","0","0","3","0","0"
"12","19","6","0","0","3","0","0","3","0","0"
"12","19","7","47","26","4","1","50.746","2.972","11285.018","9912.471"
"12","19","8","230","102","6","1","261.002","12.418","56943.211","55462.324"
"12","19","9","690","59","8","2.1","558.657","21.961","117700.125","115615.789"
"12","19","10","714","74","9","0","666.115","35.911","132307.281","129999.656"
"12","19","11","399","156","10","0","537.547","33.425","108402.719","106444.711"
"12","19","12","0","112","9.6","0","106.773","17.144","23308.316","21935.967"
"12","19","13","0","91","10","0","86.111","11.821","19251.441","17881.32"
"12","19","14","0","57","10","0","52.754","9.665","11906.54","10534.507"
"12","19","15","0","17","9.4","1","15.355","7.565","3497.468","2113.833"
"12","19","16","0","0","9","0","0","9","0","0"
"12","19","17","0","0","8","0","0","8","0","0"
"12","19","18","0","0","8.5","0","0","8.5","0","0"
"12","19","19","0","0","8","0","0","8","0","0"
"12","19","20","0","0","8","0","0","8","0","0"
"12","19","21","0","0","8.2","0","0","8.2","0","0"
"12","19","22","0","0","8","2.1","0","8","0","0"
"12","19","23","0","0","9","4.1","0","9","0","0"
"12","20","0","0","0","10","6","0","10","0","0"
"12","20","1","0","0","10","9.3","0","10","0","0"
"12","20","2","0","0","10","7.7","0","10","0","0"
"12","20","3","0","0","11.4","8","0","11.4","0","0"
"12","20","4","0","0","11","8.2","0","11","0","0"
"12","20","5","0","0","12","9.3","0","12","0","0"
"12","20","6","0","0","11","7","0","11","0","0"
"12","20","7","39","26","12","7.2","47.911","11.656","10314.989","8941.531"
"12","20","8","233","101","12","5.1","260.981","15.779","56064.238","54588.234"
"12","20","9","709","56","13.9","4","566.943","25.377","117522.047","115440.25"
"12","20","10","789","60","15","4.1","706.023","29.948","144336.641","141822.391"
"12","20","11","814","63","15","4.1","763.324","31.435","155253.031","152533.469"
"12","20","12","802","62","14","5","735.843","28.275","151815.688","149162.594"
"12","20","13","723","65","14","5.1","617.587","25.791","128281.273","126038.227"
"12","20","14","592","54","13","5.1","432.065","21.02","90293.898","88546.695"
"12","20","15","274","32","12.6","8","168.836","14.471","34885.508","33493.941"
"12","20","16","0","1","12","8.2","0.933","11.151","209.208","0"
"12","20","17","0","0","11","7.2","0","11","0","0"
"12","20","18","0","0","11","8","0","11","0","0"
"12","20","19","0","0","11","7.7","0","11","0","0"
"12","20","20","0","0","10","6.2","0","10","0","0"
"12","20","21","0","0","10","6","0","10","0","0"
"12","20","22","0","0","9","5.1","0","9","0","0"
"12","20","23","0","0","8","4.1","0","8","0","0"
"12","21","0","0","0","8","2.1","0","8","0","0"
"12","21","1","0","0","8","0","0","8","0","0"
"12","21","2","0","0","9","1","0","9","0","0"
"12","21","3","0","0","9.4","4","0","9.4","0","0"
"12","21","4","0","0","8","1","0","8","0","0"
"12","21","5","0","0","8","0","0","8","0","0"
"12","21","6","0","0","6.4","0","0","6.4","0","0"
"12","21","7","0","24","6","0","24.222","2.785","5631.721","4251.982"
"12","21","8","216","100","7","0","250.508","14.933","54052.84","52587.594"
"12","21","9","715","52","10.4","0","565.093","31.854","113536.57","111510.32"
"12","21","10","769","63","10","0","693.907","37.778","136516.828","134139.25"
"12","21","11","777","68","12","1","739.54","35.989","147102.359","144537.688"
"12","21","12","715","78","12.2","1","691.399","34.988","138110","135705.281"
"12","21","13","623","84","12","0","574.249","36.622","113271.313","111248.688"
"12","21","14","528","59","12","0","401.701","30.184","80497.578","78844.992"
"12","21","15","216","35","12","0","148.784","19.746","30245.271","28863.691"
"12","21","16","0","1","9","2.1","0.933","7.46","212.615","0"
"12","21","17","0","0","8","0","0","8","0","0"
"12","21","18","0","0","6.7","0","0","6.7","0","0"
"12","21","19","0","0","10","4.1","0","10","0","0"
"12","21","20","0","0","10","2.1","0","10","0","0"
"12","21","21","0","0","9.8","2","0","9.8","0","0"
"12","21","22","0","0","10","2.6","0","10","0","0"
"12","21","23","0","0","12","5.1","0","12","0","0"
"12","22","0","0","0","12.3","5","0","12.3","0","0"
"12","22","1","0","0","12","5.1","0","12","0","0"
"12","22","2","0","0","12","5.1","0","12","0","0"
"12","22","3","0","0","12","5","0","12","0","0"
"12","22","4","0","0","10","6.2","0","10","0","0"
"12","22","5","0","0","11","3.1","0","11","0","0"
"12","22","6","0","0","11","6","0","11","0","0"
"12","22","7","25","25","11.5","6.6","37.002","10.947","8043.172","6667.056"
"12","22","8","349","78","12","7.2","295.212","15.61","62977.719","61460.352"
"12","22","9","709","56","13.4","9","565.309","20.468","119863.281","117747.797"
"12","22","10","796","60","14","10.3","710.367","22.473","150435.656","147808.781"
"12","22","11","819","62","14","10.3","765.795","23.266","161917.781","159064.547"
"12","22","12","809","61","14.2","10","740.655","23.372","156388.031","153646.141"
"12","22","13","734","64","14","8.2","625.511","22.785","131781.703","129482.648"
"12","22","14","601","54","14","8.2","438.847","19.961","92191.695","90424.586"
"12","22","15","280","32","12.6","6","172.278","14.992","35536.832","34143.617"
"12","22","16","0","1","12","6.2","0.933","11.018","209.331","0"
"12","22","17","0","0","12","7.2","0","12","0","0"
"12","22","18","0","0","11.3","7","0","11.3","0","0"
"12","22","19","0","0","11","6.2","0","11","0","0"
"12","22","20","0","0","11","7.2","0","11","0","0"
"12","22","21","0","0","11.2","6","0","11.2","0","0"
"12","22","22","0","0","11","4.1","0","11","0","0"
"12","22","23","0","0","11","4.1","0","11","0","0"
"12","23","0","0","0","10","2","0","10","0","0"
"12","23","1","0","0","8.5","1.3","0","8.5","0","0"
"12","23","2","0","0","7.1","0.7","0","7.1","0","0"
"12","23","3","0","0","5.6","0","0","5.6","0","0"
"12","23","4","0","0","6","0","0","6","0","0"
"12","23","5","0","0","4","2.1","0","4","0","0"
"12","23","6","0","0","3","0","0","3","0","0"
"12","23","7","16","25","7","2.1","33.878","5.812","7603.972","6227.257"
"12","23","8","227","99","9","2.1","254.473","14.052","55067.25","53596.648"
"12","23","9","701","56","11","0","559.19","32.248","112128.391","110121.234"
"12","23","10","793","60","14","4.1","707.593","28.984","145311.844","142779.938"
"12","23","11","818","63","14","6.2","766.264","26.948","159236.688","156437.984"
"12","23","12","808","61","13.8","6","740.23","26.635","153922.406","151228.766"
"12","23","13","739","63","12","7.2","628.587","21.611","133159.234","130837.664"
"12","23","14","614","52","12","8.2","444.719","18.028","94251.406","92462.117"
"12","23","15","289","33","10.5","8","177.429","12.491","37019.094","35621.906"
"12","23","16","0","1","10","6.2","0.933","9.005","211.189","0"
"12","23","17","0","0","9","6.2","0","9","0","0"
"12","23","18","0","0","8.8","4","0","8.8","0","0"
"12","23","19","0","0","8","6.2","0","8","0","0"
"12","23","20","0","0","8","4.1","0","8","0","0"
"12","23","21","0","0","8","4","0","8","0","0"
"12","23","22","0","0","7","4.1","0","7","0","0"
"12","23","23","0","0","7","3.1","0","7","0","0"
"12","24","0","0","0","6","4","0","6","0","0"
"12","24","1","0","0","6","4.1","0","6","0","0"
"12","24","2","0","0","6","5.1","0","6","0","0"
"12","24","3","0","0","6","5","0","6","0","0"
"12","24","4","0","0","7","5.1","0","7","0","0"
"12","24","5","0","0","7","4.1","0","7","0","0"
"12","24","6","0","0","6.6","3","0","6.6","0","0"
"12","24","7","10","25","7","4.1","31.816","6.064","7187.013","5809.706"
"12","24","8","351","78","8","5.1","295.237","12.384","63862.141","62338.992"
"12","24","9","714","55","9.4","8","565.964","17.002","121884.117","119738.93"
"12","24","10","800","59","10","8.2","711.274","19.842","152457.281","149791.906"
"12","24","11","826","62","10","8.2","771.461","20.846","164955.453","162039.188"
"12","24","12","816","61","10.8","2","747.033","31.428","151814.156","149161.094"
"12","24","13","741","63","11","4.1","630.783","24.753","131692.688","129395.078"
"12","24","14","616","52","10","8.2","446.764","16.041","95562.852","93759.117"
"12","24","15","290","33","8.8","6","178.411","11.276","37445.348","36046.957"
"12","24","16","0","1","6.9","5.1","0.933","5.778","214.168","0"
"12","24","17","0","0","5","4.1","0","5","0","0"
"12","24","18","0","0","4.3","4","0","4.3","0","0"
"12","24","19","0","0","4.4","3.7","0","4.4","0","0"
"12","24","20","0","0","4.5","3.3","0","4.5","0","0"
"12","24","21","0","0","4.6","3","0","4.6","0","0"
"12","24","22","0","0","4.3","2.7","0","4.3","0","0"
"12","24","23","0","0","4.1","2.3","0","4.1","0","0"
"12","25","0","0","0","3.8","2","0","3.8","0","0"
"12","25","1","0","0","2.7","1.3","0","2.7","0","0"
"12","25","2","0","0","1.5","0.7","0","1.5","0","0"
"12","25","3","0","0","0.4","0","0","0.4","0","0"
"12","25","4","0","0","0.9","0","0","0.9","0","0"
"12","25","5","0","0","1.3","0","0","1.3","0","0"
"12","25","6","0","0","1.8","0","0","1.8","0","0"
"12","25","7","7","25","3.1","0","28.384","-0.062","6602.218","5224.037"
"12","25","8","346","77","4.3","0","290.993","13.973","62488.672","60974.457"
"12","25","9","704","57","5.6","0","561.072","27.463","115104.461","113056.633"
"12","25","10","790","60","7","0","704.533","35.314","140290.156","137847.703"
"12","25","11","812","63","8.4","0","761.449","39.259","148997.297","146397.453"
"12","25","12","792","63","9.8","0","731.024","39.941","142440.656","139960.344"
"12","25","13","714","67","8.7","0","616.985","35.19","122526.461","120371.703"
"12","25","14","594","53","7.7","0","436.046","27.597","88453.422","86725.031"
"12","25","15","276","34","6.6","0","174.219","15.793","35912.465","34518.273"
"12","25","16","0","1","4.3","1","0.933","2.595","217.106","0"
"12","25","17","0","0","2","2.1","0","2","0","0"
"12","25","18","0","0","1.6","2","0","1.6","0","0"
"12","25","19","0","0","2","3.1","0","2","0","0"
"12","25","20","0","0","0","2.1","0","0","0","0"
"12","25","21","0","0","0.4","0","0","0.4","0","0"
"12","25","22","0","0","0","2.1","0","0","0","0"
"12","25","23","0","0","1","3.1","0","1","0","0"
"12","26","0","0","0","1.3","2","0","1.3","0","0"
"12","26","1","0","0","0","0","0","0","0","0"
"12","26","2","0","0","-1","0","0","-1","0","0"
"12","26","3","0","0","-1.5","0","0","-1.5","0","0"
"12","26","4","0","0","0","2.6","0","0","0","0"
"12","26","5","0","0","-1","0","0","-1","0","0"
"12","26","6","0","0","-0.8","0","0","-0.8","0","0"
"12","26","7","3","24","-1","0","25.551","-4.401","6088.753","4709.764"
"12","26","8","342","77","3","0","288.468","12.533","62340.113","60826.848"
"12","26","9","699","57","5.2","0","557.12","26.929","114575.68","112535.164"
"12","26","10","785","61","8","0","701.7","36.12","139169.344","136746.375"
"12","26","11","810","64","8","1","761.269","32.902","153734.828","151044.828"
"12","26","12","801","62","9.4","1","737.419","33.779","148164.641","145580.313"
"12","26","13","730","65","10","1","626.958","31.031","127066.078","124842.063"
"12","26","14","603","55","10","1","444.801","25.089","91335.617","89577.555"
"12","26","15","290","34","9","0","180.563","18.403","36764.711","35368.227"
"12","26","16","0","1","6","0","0.933","4.603","215.253","0"
"12","26","17","0","0","3","1","0","3","0","0"
"12","26","18","0","0","1.2","1","0","1.2","0","0"
"12","26","19","0","0","2","2.1","0","2","0","0"
"12","26","20","0","0","1","1","0","1","0","0"
"12","26","21","0","0","0.8","2","0","0.8","0","0"
"12","26","22","0","0","1","2.1","0","1","0","0"
"12","26","23","0","0","0","3.1","0","0","0","0"
"12","27","0","0","0","-1","2.1","0","-1","0","0"
"12","27","1","0","0","-1","2.1","0","-1","0","0"
"12","27","2","0","0","-1.2","2","0","-1.2","0","0"
"12","27","3","0","0","-1.3","2","0","-1.3","0","0"
"12","27","4","0","0","-1","2.1","0","-1","0","0"
"12","27","5","0","0","2","1","0","2","0","0"
"12","27","6","0","0","-2","0","0","-2","0","0"
"12","27","7","0","24","-1","0","24.54","-4.413","5880.378","4501.051"
"12","27","8","343","77","0","0","288.534","9.592","63152.668","61634.168"
"12","27","9","700","57","4.5","0","557.229","26.264","114949.094","112903.422"
"12","27","10","788","60","7","0","702.468","35.222","139937.922","137501.609"
"12","27","11","815","63","9","0","764.204","39.879","149071.609","146470.375"
"12","27","12","808","62","10.4","0","743.603","40.892","144202.078","141690.25"
"12","27","13","733","65","11","0","630.02","37.799","123517.797","121348.164"
"12","27","14","605","53","10.7","0","444.389","30.785","88816.258","87084.195"
"12","27","15","268","36","10.5","0","173.119","19.603","35154.422","33762.18"
"12","27","16","0","2","5","0","1.866","3.562","432.428","0"
"12","27","17","0","0","4","1","0","4","0","0"
"12","27","18","0","0","2.6","1","0","2.6","0","0"
"12","27","19","0","0","2","1","0","2","0","0"
"12","27","20","0","0","2","1","0","2","0","0"
"12","27","21","0","0","1.4","2","0","1.4","0","0"
"12","27","22","0","0","2","3.1","0","2","0","0"
